日期,單位名稱,買進金額,賣出金額,買賣差額
2026/04/08,自營商(自行買賣),"16,468,236,064","5,897,480,398","10,570,755,666"
2026/04/08,自營商(避險),"48,836,373,698","23,539,132,116","25,297,241,582"
2026/04/08,投信,"12,226,562,965","7,506,430,805","4,720,132,160"
2026/04/08,外資及陸資(不含外資自營商),"373,282,362,693","255,509,742,957","117,772,619,736"
2026/04/08,外資自營商,0,0,0
2026/04/08,合計,"450,813,535,420","292,452,786,276","158,360,749,144"
