日期,單位名稱,買進金額,賣出金額,買賣差額
2026/04/29,自營商(自行買賣),"4,610,504,372","6,343,282,634","-1,732,778,262"
2026/04/29,自營商(避險),"25,753,523,687","25,619,864,056","133,659,631"
2026/04/29,投信,"22,631,309,887","20,502,983,872","2,128,326,015"
2026/04/29,外資及陸資(不含外資自營商),"338,372,913,624","386,520,362,349","-48,147,448,725"
2026/04/29,外資自營商,0,0,0
2026/04/29,合計,"391,368,251,570","438,986,492,911","-47,618,241,341"
