日期,單位名稱,買進金額,賣出金額,買賣差額
2026/03/31,自營商(自行買賣),"7,978,164,680","9,645,354,082","-1,667,189,402"
2026/03/31,自營商(避險),"35,292,939,323","54,642,432,457","-19,349,493,134"
2026/03/31,投信,"17,495,548,535","14,291,971,678","3,203,576,857"
2026/03/31,外資及陸資(不含外資自營商),"337,323,752,858","418,069,267,465","-80,745,514,607"
2026/03/31,外資自營商,0,0,0
2026/03/31,合計,"398,090,405,396","496,649,025,682","-98,558,620,286"
