日期,單位名稱,買進金額,賣出金額,買賣差額
2025/04/22,自營商(自行買賣),"1,895,445,208","2,405,730,233","-510,285,025"
2025/04/22,自營商(避險),"9,853,989,164","14,979,143,587","-5,125,154,423"
2025/04/22,投信,"9,113,507,216","9,627,223,916","-513,716,700"
2025/04/22,外資及陸資(不含外資自營商),"85,636,459,462","90,879,588,471","-5,243,129,009"
2025/04/22,外資自營商,0,0,0
2025/04/22,合計,"106,499,401,050","117,891,686,207","-11,392,285,157"
