日期,單位名稱,買進金額,賣出金額,買賣差額
2026/04/09,自營商(自行買賣),"11,860,435,717","9,392,789,298","2,467,646,419"
2026/04/09,自營商(避險),"26,105,412,093","22,377,104,885","3,728,307,208"
2026/04/09,投信,"9,982,742,913","8,625,755,323","1,356,987,590"
2026/04/09,外資及陸資(不含外資自營商),"344,511,726,941","312,732,096,959","31,779,629,982"
2026/04/09,外資自營商,0,0,0
2026/04/09,合計,"392,460,317,664","353,127,746,465","39,332,571,199"
