日期,單位名稱,買進金額,賣出金額,買賣差額
2025/12/18,自營商(自行買賣),"13,293,932,467","3,146,360,916","10,147,571,551"
2025/12/18,自營商(避險),"15,924,170,733","18,936,975,270","-3,012,804,537"
2025/12/18,投信,"21,632,830,295","17,886,266,647","3,746,563,648"
2025/12/18,外資及陸資(不含外資自營商),"158,105,025,328","184,946,431,686","-26,841,406,358"
2025/12/18,外資自營商,0,0,0
2025/12/18,合計,"208,955,958,823","224,916,034,519","-15,960,075,696"
