日期,單位名稱,買進金額,賣出金額,買賣差額
2025/10/17,自營商(自行買賣),"5,219,034,210","5,064,935,662","154,098,548"
2025/10/17,自營商(避險),"19,187,420,907","23,196,547,877","-4,009,126,970"
2025/10/17,投信,"7,729,548,055","13,494,304,344","-5,764,756,289"
2025/10/17,外資及陸資(不含外資自營商),"179,506,928,666","201,504,086,427","-21,997,157,761"
2025/10/17,外資自營商,0,0,0
2025/10/17,合計,"211,642,931,838","243,259,874,310","-31,616,942,472"
