日期,單位名稱,買進金額,賣出金額,買賣差額
2025/01/14,自營商(自行買賣),"2,913,122,631","3,292,103,503","-378,980,872"
2025/01/14,自營商(避險),"9,157,242,583","11,776,597,888","-2,619,355,305"
2025/01/14,投信,"9,690,949,506","5,263,385,250","4,427,564,256"
2025/01/14,外資及陸資(不含外資自營商),"102,634,604,431","115,629,638,504","-12,995,034,073"
2025/01/14,外資自營商,0,0,0
2025/01/14,合計,"124,395,919,151","135,961,725,145","-11,565,805,994"
