日期,單位名稱,買進金額,賣出金額,買賣差額
2026/05/15,自營商(自行買賣),"6,971,287,979","12,266,492,285","-5,295,204,306"
2026/05/15,自營商(避險),"44,420,634,881","64,068,913,601","-19,648,278,720"
2026/05/15,投信,"34,256,621,367","35,623,859,074","-1,367,237,707"
2026/05/15,外資及陸資(不含外資自營商),"486,650,810,119","497,077,396,500","-10,426,586,381"
2026/05/15,外資自營商,0,0,0
2026/05/15,合計,"572,299,354,346","609,036,661,460","-36,737,307,114"
