日期,單位名稱,買進金額,賣出金額,買賣差額
2025/01/08,自營商(自行買賣),"4,730,926,640","4,286,339,621","444,587,019"
2025/01/08,自營商(避險),"10,769,597,448","11,981,207,672","-1,211,610,224"
2025/01/08,投信,"9,412,378,752","11,450,228,484","-2,037,849,732"
2025/01/08,外資及陸資(不含外資自營商),"125,533,112,827","141,476,554,924","-15,943,442,097"
2025/01/08,外資自營商,0,0,0
2025/01/08,合計,"150,446,015,667","169,194,330,701","-18,748,315,034"
