日期,單位名稱,買進金額,賣出金額,買賣差額
2026/05/05,自營商(自行買賣),"6,459,468,096","5,879,759,305","579,708,791"
2026/05/05,自營商(避險),"32,128,954,652","42,795,907,259","-10,666,952,607"
2026/05/05,投信,"26,841,381,710","23,114,456,726","3,726,924,984"
2026/05/05,外資及陸資(不含外資自營商),"358,109,943,345","354,119,676,212","3,990,267,133"
2026/05/05,外資自營商,0,0,0
2026/05/05,合計,"423,539,747,803","425,909,799,502","-2,370,051,699"
