日期,單位名稱,買進金額,賣出金額,買賣差額
2025/06/04,自營商(自行買賣),"4,805,861,269","2,864,568,548","1,941,292,721"
2025/06/04,自營商(避險),"12,088,305,946","10,312,906,373","1,775,399,573"
2025/06/04,投信,"37,950,954,230","33,164,523,930","4,786,430,300"
2025/06/04,外資及陸資(不含外資自營商),"163,945,768,067","143,608,244,595","20,337,523,472"
2025/06/04,外資自營商,0,0,0
2025/06/04,合計,"218,790,889,512","189,950,243,446","28,840,646,066"
