日期,單位名稱,買進金額,賣出金額,買賣差額
2025/12/03,自營商(自行買賣),"5,531,655,187","3,688,850,546","1,842,804,641"
2025/12/03,自營商(避險),"13,617,095,429","11,595,702,157","2,021,393,272"
2025/12/03,投信,"7,284,911,480","5,880,488,440","1,404,423,040"
2025/12/03,外資及陸資(不含外資自營商),"174,241,857,158","158,027,051,138","16,214,806,020"
2025/12/03,外資自營商,0,0,0
2025/12/03,合計,"200,675,519,254","179,192,092,281","21,483,426,973"
