日期,單位名稱,買進金額,賣出金額,買賣差額
2025/06/06,自營商(自行買賣),"2,191,018,256","2,456,025,047","-265,006,791"
2025/06/06,自營商(避險),"7,911,070,256","10,101,294,681","-2,190,224,425"
2025/06/06,投信,"21,671,941,988","17,944,243,868","3,727,698,120"
2025/06/06,外資及陸資(不含外資自營商),"105,294,985,195","118,968,461,214","-13,673,476,019"
2025/06/06,外資自營商,0,0,0
2025/06/06,合計,"137,069,015,695","149,470,024,810","-12,401,009,115"
