日期,單位名稱,買進金額,賣出金額,買賣差額
2025/10/21,自營商(自行買賣),"6,683,646,940","4,168,958,572","2,514,688,368"
2025/10/21,自營商(避險),"22,249,655,429","16,209,493,853","6,040,161,576"
2025/10/21,投信,"10,292,334,471","14,181,570,408","-3,889,235,937"
2025/10/21,外資及陸資(不含外資自營商),"161,767,837,532","162,008,551,829","-240,714,297"
2025/10/21,外資自營商,0,0,0
2025/10/21,合計,"200,993,474,372","196,568,574,662","4,424,899,710"
