日期,單位名稱,買進金額,賣出金額,買賣差額
2026/05/04,自營商(自行買賣),"7,602,239,938","6,175,528,749","1,426,711,189"
2026/05/04,自營商(避險),"40,958,893,387","33,445,003,440","7,513,889,947"
2026/05/04,投信,"16,194,865,482","14,166,407,936","2,028,457,546"
2026/05/04,外資及陸資(不含外資自營商),"402,015,475,312","335,039,774,559","66,975,700,753"
2026/05/04,外資自營商,0,0,0
2026/05/04,合計,"466,771,474,119","388,826,714,684","77,944,759,435"
