日期,單位名稱,買進金額,賣出金額,買賣差額
2025/12/05,自營商(自行買賣),"7,241,149,939","4,992,197,874","2,248,952,065"
2025/12/05,自營商(避險),"13,659,388,958","10,259,460,436","3,399,928,522"
2025/12/05,投信,"4,731,131,847","5,236,518,926","-505,387,079"
2025/12/05,外資及陸資(不含外資自營商),"172,751,710,548","135,873,681,636","36,878,028,912"
2025/12/05,外資自營商,0,0,0
2025/12/05,合計,"198,383,381,292","156,361,858,872","42,021,522,420"
